11997,491856
11998,491866
11998,491871
12000,491896
12003,491911
12009,491986
12009,491991
12011,492031
12016,492086
6354,95456
6355,95459
28056,492156
28057,492171
15803,95471
7601,71648
7614,71686
12022,71751
5286,166
10957,103929
10955,103933
10954,103936
10952,103944
12019,71756
28060,492236
28061,492246
12019,71757
11992,71781
11970,71791
11947,71796
11873,71802
10948,103953
28062,492266
28950,492286
28950,492296
10256,391692
24132,1042337
10262,391705
29214,492336
12810,391734
12817,391767
29301,492348
30689,492351
30689,492356
32023,1042470
32025,1042519
32026,1042540
12820,391778
32912,1042687
32914,1042757
32915,1042764
32915,1042778
7618,71852
7615,71863
7613,71869
7610,71878
7601,71905
21166,152195
21166,152196
32919,1042855
12822,391783
12823,391785
33104,1042939
33105,1042946
33107,1042967
29840,391844
28989,391939
4501,1463314
4506,1463324
4512,1463336
4245,1463339
4247,1463349
5078,132845
4248,1463351
5142,72072
5136,72084
4248,1463354
4251,1463358
4251,1463359
4253,1463366
22252,281418
22259,281424
5135,72085
5134,72088
5126,72103
5126,72104
5119,72117
20556,1057690
20557,1057691
20562,1057696
25880,1057703
25837,1057706
22261,281432
25839,1057710
4496,1463436
5286,414
22261,281433
5079,132849
5080,132850
5081,132853
4259,1463380
22262,281434
22264,281441
5086,132868
11250,281445
11250,281446
5091,132885
5095,132895
4264,1463390
10342,281449
11252,281456
4267,1463400
11253,281458
5095,132896
11255,281465
4271,1463406
4276,1463413
4277,1463415
18746,327436
18746,327438
18807,327451
18810,327454
18747,327470
18747,327471
18750,327478
18815,327489
18820,327496
18818,327502
4278,1463419
4497,1463439
5100,132910
5100,132911
5101,132914
4960,132927
4961,132929
19601,262135
4961,132933
19589,262138
19594,262144
11255,281466
11257,281471
11257,281473
4337,297716
4342,297738
4355,296590
4359,296597
4370,296612
7601,71646
7617,71694
4343,297743
4371,296615
4383,296627
7043,75652
7042,75654
7038,75661
12740,95428
6347,95433
6346,95434
4345,297755
4346,297756
4385,296629
6346,95436
30818,297795
5082,133926
4348,297798
27960,297858
27968,297871
4352,297912
7038,75662
4352,297914
12023,71749
12018,71759
7037,75664
11983,71785
11979,71787
7619,71851
7611,71875
7609,71881
7607,71886
4353,297918
7600,71908
7599,71909
5111,134075
5157,244235
5115,134088
10249,391341
10251,391344
10253,391349
4354,297920
4514,296631
4528,296643
4354,297921
4358,297937
4362,297954
5100,134033
5094,133997
5104,134049
10254,391351
10258,391367
7032,75673
7032,75674
7030,75678
7028,75681
7028,75682
7026,75686
10265,391377
10269,391384
12808,391386
9487,296644
9488,296646
17925,296657
17926,296659
5969,296680
12810,391387
12813,391390
8461,391393
12814,391395
12816,391405
5968,296682
12822,391410
5976,296688
6352,95451
6355,95458
5989,296701
29837,391431
14802,296769
29846,391452
29846,391453
29849,391463
29849,391464
5721,100188
5718,100193
5717,100196
5715,100199
5770,516142
5770,516152
5715,100200
13478,516177
23607,289158
18807,330209
18807,330214
23609,289166
26752,710580
26754,710587
7621,71708
12008,71766
11999,71775
11983,71784
7620,71846
23613,289180
23613,289182
18808,330229
26756,710615
26764,710706
28509,710851
28538,710956
32966,711001
18808,330244
18810,330279
18813,330319
18813,330324
18814,330344
18815,330364
13536,516272
34780,711008
26496,516292
7612,71870
7609,71880
7603,71897
26498,516327
8763,84211
26502,516347
18821,330469
18822,330504
18823,330524
32958,711009
32960,711012
32962,711017
32963,711021
33505,711027
33505,711028
32966,711032
5990,246215
5990,246216
9277,246225
9277,246226
18824,330539
18825,330549
18826,330569
18827,330599
18832,330704
32967,711033
32968,711040
18836,330774
28562,711129
28575,711150
28719,711220
8770,84225
18839,330834
18840,330849
28721,711241
28721,711255
10060,84246
20260,289220
5292,408
20164,289238
20165,289239
20166,289240
22908,309648
4582,1441270
4584,1441277
22910,309683
22910,309698
22911,309713
22913,309743
22915,309795
22920,309830
22921,309850
22922,309875
20240,263763
22924,309910
22926,309945
22928,309995
22931,310055
22932,310070
4964,133613
22933,310095
22934,310105
5292,172
22934,310120
4962,133603
4968,133638
4970,133654
4976,133688
3936,72657
3938,72663
3939,72666
3939,72667
3940,72669
3941,72672
3944,72681
4617,1441371
4619,1441379
4974,133676
22940,310190
23780,310218
3946,72688
3949,72697
3950,72700
3952,72706
4976,133690
23892,310223
4624,1441397
4627,1441411
4629,1441417
4490,106447
4487,106456
4979,133709
5010,133729
4630,1441420
4635,1441442
5012,133733
31153,1441481
31154,1441483
31155,1441486
31155,1441487
31156,1441490
31157,1441493
31265,1441524
31460,1441535
5014,133740
5015,133743
5017,133748
5017,133750
5018,133753
5022,133764
5718,99015
5026,133780
4474,106494
4474,106495
4470,106504
4468,106511
33297,1202854
33298,1202868
33298,1202882
11556,151564
11555,151563
11559,151573
8606,245233
12743,151590
12745,151594
7603,71899
8610,245244
17644,245273
14824,151605
5141,72073
5131,72093
5131,72094
33245,862061
14827,151612
17638,245277
17640,245281
17640,245282
5123,72109
27175,245292
33247,862124
33248,862145
33249,862166
33249,862173
33299,1202910
33302,1202973
33302,1202994
33303,1203022
33304,1203049
15747,151641
15749,151646
15752,151655
15754,151660
15755,151665
5123,1214
5121,1220
5127,1234
5132,1242
5138,1252
5140,1256
5142,1267
5131,1288
5129,1291
15756,151668
3864,1365
3859,1370
3849,1399
1420,1203229
15757,151671
15758,151672
2353,2269
7765,70563
4631,1440903
4634,1440908
4629,1441003
4631,1441007
4635,1440913
4637,1440915
4004,73335
4003,73339
4638,1440917
4566,1440918
4631,1441008
4638,1441023
4565,1441027
4563,1440920
33492,1440941
4563,1441030
9242,70569
7765,70575
31896,1440950
4001,73364
4001,73365
31261,1440956
31263,1440961
9246,70626
31264,1440962
4571,1441050
31159,1440976
4617,1440981
10719,70658
10201,70659
17665,126523
17666,126524
9263,121186
9263,121187
9264,121189
9264,121190
4619,1440985
4621,1440987
4569,1441040
4569,1441041
17667,126526
17667,126527
4572,1441047
22890,302029
4574,1441054
4573,1441056
22888,302031
22900,302038
