2901,388
2904,210
2906,212
2895,264
2898,207
6346,1484
6351,1443
6353,1448
4322,1569
4326,1574
4329,1576
4360,1589
4367,1591
4377,1604
4379,1606
4325,1634
4328,1641
4333,1653
4336,1660
4350,1676
4351,1678
4361,1692
4372,1705
4374,1707
4386,1723
4318,1732
4317,1734
4340,1750
4344,1752
4356,1768
4357,1770
4361,1774
4373,1785
4378,1787
4387,1797
2897,104
2899,105
2902,106
2896,208
2900,209
2903,211
2905,265
6348,1434
6354,1489
6352,1447
6354,1450
6355,1452
6348,1435
6349,1437
6349,1439
6350,1440
6350,1442
4318,1564
6347,1483
6354,1488
4316,1565
4316,1566
4320,1567
4324,1571
4326,1575
4338,1578
4346,1582
4353,1586
4362,1590
4365,1593
4368,1595
4369,1598
4369,1599
4374,1601
4378,1605
4380,1608
4384,1610
4386,1612
4317,1624
4321,1629
4320,1631
4325,1635
4325,1636
4327,1638
4328,1640
4328,1642
4329,1643
4331,1648
4332,1649
4332,1650
4333,1652
4318,1733
4333,1654
4334,1655
4335,1657
4336,1659
4341,1666
4340,1667
4343,1668
4343,1669
4345,1672
4349,1674
4353,1681
4354,1684
4356,1685
4357,1686
4358,1687
4359,1689
4360,1691
4363,1695
4367,1697
4364,1698
4371,1703
4373,1706
4376,1710
4377,1713
4379,1714
4381,1715
4381,1716
4385,1721
4387,1724
4323,1737
4329,1740
4331,1741
4334,1742
4334,1743
4342,1748
4343,1751
4346,1755
4347,1758
4348,1759
4349,1760
4350,1761
4355,1766
4356,1769
4362,1775
4364,1777
4366,1778
4370,1781
4380,1789
4380,1790
4383,1793
4383,1794
6355,1451
4323,1568
6353,1487
6355,1490
6346,1433
6348,1436
4324,1572
4357,1587
4366,1594
4374,1602
4382,1609
4320,1632
4327,1639
4330,1646
4335,1656
4338,1662
4344,1671
4352,1680
4363,1694
4365,1700
4376,1709
4383,1718
4319,1736
4337,1745
4346,1754
4351,1763
4359,1772
4370,1780
4371,1782
4382,1792
4344,1670
4365,1699
4384,1611
4321,1628
4340,1581
6347,1482
4382,1717
4335,1744
4350,1762
6352,1446
4361,1773
4369,1779
4381,1791
4324,1573
4342,1580
6346,1485
6352,1486
6347,1432
6349,1438
6353,1449
4348,1583
4359,1588
4368,1597
4375,1603
4317,1625
4319,1627
4323,1633
4331,1647
4336,1658
4342,1664
4345,1673
4349,1675
4354,1682
4360,1690
4366,1701
4371,1702
4372,1704
4384,1719
4385,1720
4385,1722
4338,1746
4341,1749
4353,1764
4355,1765
4355,1767
4363,1776
4373,1784
4378,1788
4387,1796
6351,1445
4319,1626
4321,1630
4322,1570
4327,1637
4322,1738
6350,1441
6351,1444
4337,1577
4348,1584
4352,1585
4364,1592
4368,1596
4370,1600
4379,1607
4330,1644
4330,1645
4332,1651
4337,1661
4341,1665
4351,1677
4352,1679
4354,1683
4358,1688
4362,1693
4367,1696
4375,1708
4376,1711
4377,1712
4316,1735
4326,1739
4345,1753
4347,1756
4347,1757
4358,1771
4372,1783
4375,1786
4386,1795
4516,2585
4516,2587
4514,2594
4518,2599
6327,2099
6292,2132
6316,2166
6304,2172
6315,2199
6334,2204
1977,2483
1976,2434
4519,2602
4522,2609
4524,2617
4525,2620
4527,2622
4528,2626
4526,2648
1460,2655
1462,2656
1467,2660
4959,2714
4978,2720
1683,2748
4958,2749
6134,2633
4961,2752
4524,2616
6309,2106
6303,2137
6319,2167
6295,2206
1975,2482
4961,2753
1461,2698
4968,2755
4973,2757
4978,2758
4960,2813
4969,2817
4971,2821
4971,2822
4975,2824
4966,2909
4965,2911
4967,2913
4514,2596
4516,2586
4518,2597
4519,2601
4522,2611
4523,2612
4523,2614
4524,2615
4525,2619
6133,2628
6133,2629
6134,2631
6134,2632
6328,2100
6291,2103
6300,2104
1458,2654
6293,2133
6297,2134
6296,2135
6307,2140
1464,2657
1469,2662
6299,2170
6317,2197
6335,2205
6294,2207
4515,2591
4519,2600
6308,2105
6321,2128
6306,2139
6330,2169
6310,2173
6323,2200
1969,2431
1971,2480
1972,2481
4521,2606
4525,2618
1471,2664
1459,2697
4965,2715
4968,2716
4972,2718
4974,2719
4514,2595
6318,2097
6332,2131
6305,2138
6322,2168
6329,2203
1978,2484
4522,2610
4528,2627
1468,2659
4957,2750
4960,2751
4963,2754
4973,2756
4979,2759
1681,2810
1682,2811
4958,2812
4962,2814
4964,2815
4963,2816
4970,2818
9091,2820
4976,2823
4975,2825
4977,2826
4979,2827
4517,2590
4520,2605
6320,2098
6290,2102
6311,2141
6302,2171
6314,2198
6298,2240
4970,2819
4957,2906
4962,2907
4964,2908
4966,2910
4967,2912
9091,2914
4972,2915
4974,2916
4976,2917
4977,2918
10765,4282
4515,2592
4517,2588
4517,2589
4515,2593
4518,2598
4520,2603
6333,2101
6312,2107
6326,2129
6331,2130
6301,2136
6313,2174
6324,2201
6325,2202
4520,2604
4521,2607
4521,2608
4523,2613
4526,2621
4527,2623
4527,2624
4528,2625
6133,2630
4526,2649
1457,2653
1463,2658
1466,2661
1470,2663
1465,2699
4959,2713
4969,2717
1676,4141
10543,4183
1667,4201
10543,4182
1667,4243
1667,4244
10765,4281
1667,4161
1667,4162
10543,4181
10868,4330
10867,4361
